Type,SKU,Name,Parent,Published,Regular price,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Short description,Description,Images,material
variable,impexo-camera-protection,Coque Protection Caméra Renforcée – Série iPhone 17,,1,,Modèle,"iPhone 17, iPhone 17 Air, iPhone 17 Pro, iPhone 17 Pro Max",1,0,Couleur,"Blanc, Noir, Vert, Rose, Bleu, Rouge, Gris, Violet, Argent, Marron",1,0,"Rebord surélevé autour du module caméra. Finesse élégante, prise en main confortable.","Conçue pour protéger efficacement l'appareil au quotidien, cette coque intègre un rebord surélevé autour du module caméra afin de limiter les rayures et les impacts directs. Sa structure absorbe les chocs tout en conservant une finesse élégante et une prise en main confortable. Compatibilité par modèle : iPhone 17 : protection précise du module caméra ; iPhone 17 Air : coque légère adaptée au format affiné ; iPhone 17 Pro : protection renforcée pour module avancé ; iPhone 17 Pro Max : maintien optimal sur grand format. Mention légale : Produit compatible avec les modèles iPhone 17, 17 Air, 17 Pro et 17 Pro Max. La marque Apple® est mentionnée uniquement à titre de compatibilité. IMPEXO est une marque indépendante.",https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--blanc,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Blanc,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--noir,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--vert,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Vert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--rose,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--bleu,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--rouge,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--gris,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--violet,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--argent,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--iphone-17--marron,,impexo-camera-protection,1,14.90,Modèle,iPhone 17,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--blanc,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Blanc,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--noir,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--vert,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Vert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--rose,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--bleu,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--rouge,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--gris,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--violet,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--argent,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--air--marron,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--blanc,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Blanc,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--noir,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--vert,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Vert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--rose,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--bleu,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--rouge,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--gris,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--violet,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--argent,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro--marron,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--blanc,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Blanc,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--noir,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--vert,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--rose,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--bleu,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--rouge,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--gris,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--violet,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--argent,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--pro-max--marron,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variable,impexo-transparent,Coque Transparente Premium – Série iPhone 17,,1,,Modèle,"iPhone 17, iPhone 17 Air, iPhone 17 Pro, iPhone 17 Pro Max",1,0,Couleur,"Transparent, Gris, Jaune, Violet",1,0,Préserve le design d'origine. Protection discrète contre rayures et chocs.,"Idéale pour conserver le design d'origine, cette coque transparente protège contre les rayures et les chocs du quotidien tout en restant discrète et élégante. Mention légale : Produit compatible avec les modèles iPhone 17, 17 Air, 17 Pro et 17 Pro Max. La marque Apple® est mentionnée uniquement à titre de compatibilité. IMPEXO est une marque indépendante.",https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--iphone-17--transparent,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Transparent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--iphone-17--gris,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--iphone-17--jaune,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Jaune,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--iphone-17--violet,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--air--transparent,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Transparent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--air--gris,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--air--jaune,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Jaune,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--air--violet,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--pro--transparent,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Transparent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--pro--gris,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--pro--jaune,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Jaune,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--pro--violet,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--pro-max--transparent,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Transparent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--pro-max--gris,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--pro-max--jaune,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Jaune,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--pro-max--violet,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variable,impexo-luxury-transparent,Coque Luxury Transparente – Série iPhone 17,,1,,Modèle,"iPhone 17, iPhone 17 Air, iPhone 17 Pro, iPhone 17 Pro Max",1,0,Couleur,"Argent, Rose, Bleu, Violet, Noir, Or, Rouge",1,0,Transparence premium avec détails décoratifs raffinés. Protection fiable.,"Version transparente à finition premium avec détails décoratifs raffinés, alliant esthétique et protection fiable. Mention légale : Produit compatible avec les modèles iPhone 17, 17 Air, 17 Pro et 17 Pro Max. La marque Apple® est mentionnée uniquement à titre de compatibilité. IMPEXO est une marque indépendante.",https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--iphone-17--argent,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--iphone-17--rose,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--iphone-17--bleu,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--iphone-17--violet,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--iphone-17--noir,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--iphone-17--or,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Or,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--iphone-17--rouge,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--air--argent,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--air--rose,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--air--bleu,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--air--violet,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--air--noir,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--air--or,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Or,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--air--rouge,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--pro--argent,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
variation,impexo-luxury-transparent--pro--rose,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,
